Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,Prius,1.0,Hybrid,2011,96699,12744
VW,Polo,2.0,Petrol,2010,84614,10441
VW,Polo,1.0,Petrol,2005,74398,5675
VW,Polo,1.4,Diesel,1985,204197,662
Ford,Focus,1.8,Petrol,1992,143393,2702
Ford,Focus,1.8,Petrol,1991,172010,1994
Toyota,Yaris,1.0,Petrol,2008,41073,9681
VW,Passat,2.0,Diesel,2003,82103,10347
Ford,Mondeo,1.4,Diesel,2012,69868,16229
Toyota,Yaris,1.4,Petrol,1989,184443,1105
Ford,Focus,2.0,Petrol,2014,35583,26426
VW,Golf,1.6,Petrol,1992,270803,694
Porsche,911,3.0,Petrol,1995,245572,4118
Ford,Focus,1.6,Diesel,2000,202193,2769
VW,Passat,1.6,Diesel,1985,133333,1903
Toyota,RAV4,2.0,Hybrid,2017,40733,45836
Ford,Fiesta,1.2,Petrol,1999,211454,1357
VW,Passat,1.8,Petrol,2017,21444,34750
Ford,Focus,1.8,Petrol,2017,38101,30169
VW,Polo,1.0,Petrol,2002,108972,3630
BMW,Z4,2.0,Petrol,1998,103718,6376
Toyota,RAV4,1.8,Hybrid,2016,41132,40582
VW,Passat,1.6,Diesel,1999,163299,3791
Ford,Mondeo,1.6,Hybrid,1989,179618,1833
Ford,Focus,1.0,Petrol,2008,71409,9994
Ford,Fiesta,1.2,Petrol,2018,27948,19264
Ford,Focus,1.6,Diesel,2008,102852,10635
BMW,X3,3.0,Diesel,1991,121523,4719
Toyota,Yaris,1.4,Hybrid,2020,1500,38074
Toyota,RAV4,2.0,Hybrid,2001,74087,12745
Ford,Fiesta,1.0,Petrol,2002,10500,6659
Toyota,RAV4,2.0,Hybrid,1991,279082,1172
Ford,Focus,1.4,Petrol,1995,151753,2719
Porsche,911,2.6,Petrol,1993,228766,3912
BMW,X3,2.4,Diesel,2014,39448,34426
Ford,Fiesta,1.0,Petrol,2003,106068,3864
Ford,Fiesta,1.0,Petrol,2013,52366,10886
VW,Golf,2.0,Petrol,2006,85791,9412
VW,Passat,1.8,Diesel,1990,129247,2909
Ford,Fiesta,1.2,Petrol,1994,251133,678
VW,Golf,1.8,Petrol,2013,64384,16468
VW,Golf,1.8,Petrol,2002,163281,3754
Porsche,911,2.6,Petrol,2014,69365,57375
Ford,Focus,1.0,Petrol,2004,104298,6068
BMW,X3,2.0,Diesel,1998,125022,5981
Ford,Mondeo,1.6,Hybrid,1999,178160,3616
BMW,Z4,2.4,Petrol,2010,69891,19724
VW,Passat,1.6,Diesel,2002,122180,6450
BMW,M5,4.0,Petrol,2014,28721,77391
BMW,Z4,2.0,Petrol,2002,113696,7726
Toyota,Prius,1.0,Hybrid,1995,125282,3537
Toyota,Yaris,1.0,Hybrid,2011,56508,12895
Toyota,Prius,1.8,Hybrid,2008,60076,17997
VW,Golf,1.2,Diesel,2000,148098,3192
VW,Polo,1.2,Petrol,2017,36271,17625
Ford,Focus,1.0,Petrol,2014,41670,18021
Toyota,RAV4,2.4,Hybrid,2009,94017,20706
Porsche,Cayenne,2.6,Petrol,2006,125621,15027
Ford,Mondeo,1.4,Diesel,2015,65106,20458
Toyota,Prius,1.4,Hybrid,2007,85225,12534
VW,Passat,1.8,Petrol,1999,203472,2709
Porsche,718 Cayman,4.0,Petrol,2009,103459,22746
VW,Polo,2.0,Petrol,2015,33870,20196
VW,Passat,1.8,Petrol,2001,112157,6580
Ford,Focus,1.8,Petrol,1995,178988,2453
VW,Polo,2.0,Petrol,1990,256559,654
Porsche,718 Cayman,4.0,Petrol,1992,139842,5532
Toyota,Yaris,1.2,Hybrid,2020,27125,30728
Toyota,RAV4,2.0,Petrol,2014,85793,23306
VW,Golf,1.4,Petrol,2018,27558,25399
BMW,X3,2.4,Diesel,2004,47782,16803
VW,Passat,2.0,Diesel,1999,197425,3162
VW,Golf,1.6,Petrol,2010,67677,12439
Ford,Focus,1.4,Petrol,1985,232121,693
Ford,Mondeo,2.0,Diesel,2017,30339,34622
BMW,X3,2.4,Diesel,1989,86176,4795
Toyota,Yaris,1.2,Hybrid,2010,102434,9634
Ford,Fiesta,1.2,Petrol,1995,177547,1398
Ford,Fiesta,1.4,Petrol,1993,145158,1732
Ford,Fiesta,1.0,Petrol,1997,53211,3726
Toyota,Yaris,1.2,Hybrid,2007,121206,6847
Toyota,Prius,1.0,Hybrid,2004,165194,4666
BMW,Z4,2.2,Petrol,1992,262082,1161
Porsche,911,2.2,Petrol,2007,33668,41379
Ford,Focus,1.4,Petrol,1993,139231,2634
Toyota,Yaris,1.2,Hybrid,2003,72368,7468
VW,Passat,1.8,Diesel,1991,163326,2358
Toyota,RAV4,2.4,Hybrid,2006,107263,15385
VW,Passat,2.0,Diesel,2016,40723,32193
Toyota,RAV4,2.0,Hybrid,1992,191306,2787
BMW,M5,5.0,Petrol,2005,115278,26583
Toyota,Yaris,1.2,Hybrid,2018,34347,25796
Porsche,Cayenne,3.5,Petrol,2006,138122,15797
Ford,Fiesta,1.4,Petrol,2015,63236,13728
VW,Golf,1.6,Petrol,2000,188501,2498
Ford,Fiesta,1.0,Petrol,2015,40236,13400
Ford,Focus,1.8,Hybrid,2002,81109,10095
Toyota,Yaris,1.2,Hybrid,1995,122620,3043
BMW,X3,3.0,Diesel,1996,228624,2656
BMW,M5,5.0,Petrol,2004,141846,20197
VW,Golf,1.6,Diesel,1999,178546,2673
Toyota,RAV4,2.0,Hybrid,2009,78262,21115
Toyota,RAV4,2.2,Hybrid,2005,79856,16777
Ford,Fiesta,1.4,Petrol,1997,107303,3036
VW,Polo,1.0,Petrol,1984,159199,734
Toyota,Prius,1.8,Hybrid,2007,59434,16907
Toyota,RAV4,2.0,Hybrid,2017,52349,42680
Toyota,RAV4,2.0,Hybrid,1994,191346,3183
Toyota,Prius,1.0,Hybrid,2013,47048,20325
VW,Polo,2.0,Petrol,1995,190389,1658
Ford,Focus,1.0,Petrol,2018,42706,23382
Toyota,RAV4,2.2,Hybrid,2006,130265,12350
Toyota,Yaris,1.2,Hybrid,2012,73771,13480
Ford,Focus,1.6,Diesel,2006,78647,11059
VW,Passat,1.8,Diesel,2005,109156,9226
Ford,Focus,2.0,Diesel,2015,19659,32472
Toyota,Prius,1.4,Hybrid,1999,122776,5572
VW,Polo,1.4,Petrol,2015,59884,14399
Toyota,Yaris,1.2,Petrol,1995,196945,1368
Ford,Fiesta,1.4,Petrol,2020,23181,24423
VW,Golf,1.4,Petrol,2012,66708,13380
VW,Golf,1.8,Hybrid,2012,94979,14973
VW,Passat,2.0,Diesel,2003,117793,7973
Ford,Mondeo,1.4,Diesel,2021,10551,42175
VW,Polo,1.4,Petrol,1996,94144,3210
Toyota,Prius,1.4,Hybrid,2002,132042,6331
Toyota,Yaris,1.4,Petrol,2001,187377,2397
Ford,Focus,1.8,Petrol,2015,72583,21213
VW,Golf,2.0,Hybrid,1995,123125,4116
Toyota,Yaris,1.4,Hybrid,1993,244462,1012
Ford,Mondeo,1.4,Diesel,2015,94991,16647
VW,Passat,1.6,Diesel,2012,35019,22813
Ford,Focus,1.6,Diesel,2017,30215,31274
VW,Golf,1.8,Petrol,1996,165284,2474
VW,Polo,1.6,Diesel,2006,172795,3773
Ford,Focus,1.0,Petrol,2005,127329,5444
Toyota,Prius,1.0,Hybrid,1999,156371,3598
Ford,Mondeo,1.6,Diesel,2003,108473,7242
BMW,Z4,2.0,Petrol,2015,46725,29156
BMW,Z4,2.4,Petrol,1996,228896,2149
Ford,Mondeo,1.6,Diesel,1996,269084,1141
Toyota,Prius,1.4,Hybrid,2011,60162,19376
Toyota,Prius,1.4,Hybrid,2013,59511,22232
VW,Polo,1.0,Petrol,2004,150725,2989
VW,Polo,1.2,Petrol,1986,243484,438
VW,Passat,2.0,Diesel,2009,62098,17660
Ford,Mondeo,1.8,Diesel,2009,55608,16534
Toyota,Yaris,1.0,Petrol,1990,142823,1414
Toyota,Prius,1.0,Hybrid,2015,44308,23617
Porsche,911,2.2,Petrol,2010,26868,52556
VW,Polo,2.0,Petrol,2003,121472,4991
Ford,Focus,1.6,Petrol,2013,96108,14849
Ford,Fiesta,1.4,Petrol,2022,7916,30298
Ford,Fiesta,1.0,Petrol,2000,212346,1314
Ford,Focus,1.0,Petrol,2015,33997,20161
VW,Golf,1.2,Diesel,1998,94232,4229
VW,Passat,1.4,Diesel,2016,60291,23840
Toyota,Yaris,1.2,Hybrid,2014,32239,20002
Ford,Focus,1.6,Hybrid,2013,44722,25121
VW,Golf,1.8,Hybrid,2015,45478,25455
Toyota,Yaris,1.2,Hybrid,2022,9007,38755
Ford,Mondeo,1.8,Diesel,1994,158889,2829
Ford,Focus,1.8,Petrol,1993,398984,272
VW,Golf,1.4,Petrol,1997,226527,1364
Ford,Fiesta,1.4,Diesel,1993,145848,1808
Ford,Focus,1.4,Diesel,1993,170144,2143
BMW,Z4,2.4,Petrol,1997,174826,3702
VW,Golf,1.8,Petrol,2007,111712,7903
Toyota,RAV4,1.8,Hybrid,2006,48371,19935
Toyota,RAV4,2.0,Petrol,2010,90414,17277
BMW,Z4,3.0,Petrol,2005,72218,15556
BMW,Z4,2.0,Petrol,1993,188718,2296
Ford,Focus,1.4,Petrol,2019,17313,34217
Ford,Mondeo,1.8,Hybrid,1990,153803,2583
Ford,Focus,1.0,Petrol,2002,145745,3849
Toyota,Yaris,1.4,Petrol,2013,31968,16869
VW,Passat,1.6,Diesel,1994,119709,3856
Toyota,Prius,1.4,Hybrid,1995,161183,3133
Ford,Mondeo,1.4,Diesel,1992,126392,2837
Ford,Mondeo,2.0,Diesel,1998,126961,5037
Porsche,718 Cayman,2.4,Petrol,2015,44243,39214
VW,Polo,1.2,Petrol,2002,128889,3414
Ford,Focus,1.0,Petrol,2013,64774,14576
Ford,Fiesta,1.4,Petrol,2009,62887,9223
VW,Passat,2.0,Diesel,2008,83084,14343
Toyota,RAV4,2.0,Hybrid,1992,198268,2622
Ford,Mondeo,1.6,Diesel,2009,54440,15704
Ford,Mondeo,1.4,Diesel,2012,27642,21078
BMW,X3,2.0,Diesel,1995,193981,2763
VW,Passat,1.4,Diesel,1991,169556,1974
Toyota,Prius,1.4,Hybrid,1991,229196,1324
Toyota,RAV4,2.4,Petrol,2003,141784,8030
Toyota,RAV4,2.4,Petrol,2017,44118,40995
Ford,Mondeo,1.8,Diesel,2011,87186,15285
Toyota,Prius,1.8,Hybrid,1997,143568,4691
Toyota,Prius,1.8,Hybrid,1993,278865,1083
VW,Golf,1.8,Petrol,2019,20879,31959
BMW,M5,4.4,Petrol,1992,297999,2111
Ford,Fiesta,1.2,Petrol,2002,140037,3044
Ford,Focus,1.8,Petrol,2014,53767,22439
VW,Polo,1.6,Petrol,2012,37123,14509
VW,Passat,1.8,Diesel,2015,87497,21038
VW,Golf,1.6,Petrol,2013,60402,15934
Ford,Mondeo,1.4,Diesel,2000,96950,6038
VW,Passat,1.4,Diesel,2010,97521,12373
VW,Passat,1.6,Petrol,1990,145292,2298
Toyota,RAV4,2.2,Hybrid,2013,76077,29349
VW,Golf,1.2,Diesel,2019,31714,25771
Ford,Fiesta,1.2,Petrol,2012,28008,12908
VW,Polo,2.0,Petrol,2007,134878,5867
VW,Golf,1.4,Petrol,2002,141419,3961
VW,Polo,2.0,Petrol,2017,34014,23057
VW,Golf,1.6,Diesel,2000,214300,2089
Ford,Mondeo,1.6,Diesel,2001,78042,7884
Toyota,Yaris,1.0,Hybrid,1999,168339,2504
Ford,Focus,1.8,Petrol,2017,38689,30063
BMW,Z4,2.4,Petrol,1997,193955,3138
BMW,Z4,2.2,Petrol,2007,84122,14028
BMW,X3,2.0,Diesel,2001,148471,6060
BMW,X3,2.4,Diesel,2010,104196,17077
BMW,M5,4.0,Petrol,2000,163696,11563
Ford,Mondeo,1.8,Diesel,2021,9512,48084
BMW,Z4,2.2,Petrol,2017,25524,39590
Toyota,Yaris,1.0,Petrol,2005,153838,3513
VW,Polo,2.0,Diesel,1989,128611,1949
Toyota,Yaris,1.2,Petrol,2001,105738,4300
Toyota,Yaris,1.0,Hybrid,2016,19572,22410
Ford,Fiesta,1.2,Petrol,1999,84625,3784
Ford,Mondeo,1.4,Diesel,2006,91226,9386
Toyota,Yaris,1.4,Petrol,1989,189774,1055
Ford,Fiesta,1.2,Petrol,2009,114219,5940
Ford,Focus,1.6,Petrol,1997,124848,4118
VW,Passat,1.4,Diesel,2001,62095,8668
Ford,Focus,2.0,Petrol,2007,65871,13718
Ford,Mondeo,2.0,Diesel,2008,100189,12015
VW,Polo,1.6,Petrol,2002,195321,2266
Ford,Mondeo,1.8,Diesel,2019,21470,39457
Toyota,Prius,1.8,Hybrid,1985,194528,1371
Ford,Focus,1.6,Petrol,1994,214376,1586
VW,Golf,1.6,Petrol,1992,174710,1650
Toyota,Yaris,1.4,Petrol,1993,119814,2449
VW,Polo,2.0,Petrol,1998,184978,2123
VW,Passat,2.0,Diesel,2008,108524,11935
Ford,Mondeo,1.6,Diesel,2004,38764,12390
BMW,Z4,2.4,Petrol,1996,237378,1990
BMW,Z4,2.0,Petrol,2001,113905,7216
VW,Passat,1.8,Diesel,1997,112138,5292
BMW,X3,2.4,Diesel,2016,12329,45841
Toyota,Yaris,1.2,Hybrid,2017,35261,24004
Ford,Focus,1.8,Diesel,1995,79200,5612
Toyota,Prius,1.8,Hybrid,2012,55761,24157
VW,Golf,2.0,Petrol,1993,177185,1930
VW,Polo,2.0,Petrol,2006,109942,6654
Ford,Fiesta,1.2,Petrol,2002,32908,6443
Porsche,Cayenne,3.0,Petrol,2014,54406,45594
VW,Polo,2.0,Petrol,2007,113882,6905
Toyota,RAV4,2.0,Petrol,2011,68084,21536
Ford,Focus,1.8,Petrol,2012,73507,17260
VW,Golf,1.6,Diesel,2016,42724,22826
VW,Polo,1.2,Petrol,1990,197686,863
VW,Golf,1.4,Petrol,2001,205849,2145
VW,Polo,1.6,Petrol,2005,138285,4469
Ford,Mondeo,1.4,Diesel,1996,67203,5685
BMW,M5,4.0,Petrol,2015,40090,77402
Ford,Mondeo,2.0,Diesel,2008,61103,15739
Ford,Mondeo,2.0,Diesel,2005,133732,7616
Ford,Focus,2.0,Petrol,2015,43165,26998
Porsche,Cayenne,2.6,Diesel,2002,150731,9888
VW,Passat,2.0,Petrol,1990,273412,826
VW,Passat,1.4,Diesel,2007,93697,10414
Porsche,911,2.2,Petrol,2016,48158,69111
Ford,Focus,1.6,Petrol,2015,34758,25389
Ford,Focus,1.6,Diesel,1998,171716,3156
Ford,Mondeo,1.4,Diesel,2011,75128,14654
Toyota,Yaris,1.0,Petrol,2018,14996,21875
BMW,M5,4.4,Petrol,2007,86927,35075
VW,Polo,2.0,Petrol,2004,70110,7729
BMW,M5,4.4,Petrol,2006,52542,41274
VW,Polo,1.4,Petrol,2015,40796,16218
Toyota,Yaris,1.4,Petrol,2014,79551,13328
Ford,Mondeo,1.4,Petrol,2002,221179,2358
BMW,Z4,2.4,Petrol,2010,94952,16571
Porsche,911,2.6,Petrol,2004,180045,12535
BMW,Z4,2.2,Petrol,1990,148492,2768
BMW,M5,5.0,Petrol,2007,71859,41478
BMW,M5,4.0,Petrol,2003,127837,18887
Ford,Focus,1.8,Hybrid,1993,189435,2354
Toyota,RAV4,2.4,Hybrid,2006,89014,17569
VW,Polo,1.4,Petrol,2003,58564,6525
VW,Golf,1.4,Petrol,2002,169466,3143
VW,Polo,2.0,Petrol,2013,54598,15580
BMW,M5,4.0,Petrol,2014,34936,74656
Toyota,Yaris,1.4,Petrol,2005,57234,8483
Toyota,Yaris,1.4,Hybrid,2004,113411,6427
Toyota,Yaris,1.0,Hybrid,1992,206633,1127
BMW,X3,2.0,Diesel,2012,29062,29226
Ford,Fiesta,1.4,Petrol,2001,99417,4202
Ford,Mondeo,1.8,Diesel,2001,97714,7278
Toyota,Yaris,1.4,Hybrid,1992,273537,722
BMW,M5,4.0,Petrol,2011,55597,53872
Toyota,Yaris,1.0,Petrol,1991,178889,1119
Ford,Mondeo,2.0,Diesel,2006,39657,15744
BMW,X3,2.4,Diesel,1996,180540,3636
Ford,Focus,1.8,Petrol,1992,92319,3991
VW,Passat,1.6,Diesel,2010,77720,15212
VW,Golf,2.0,Petrol,2016,56054,22375
VW,Passat,1.8,Diesel,2007,79362,13062
BMW,X3,2.4,Diesel,2015,56012,33224
Ford,Focus,1.0,Diesel,2004,97217,6710
Toyota,Prius,1.4,Hybrid,1999,154931,4308
VW,Passat,1.8,Petrol,2004,139750,6483
VW,Polo,1.2,Petrol,1998,163757,1970
Toyota,Prius,1.4,Hybrid,2004,201170,4049
Toyota,Yaris,1.4,Hybrid,2005,130003,6044
Ford,Fiesta,1.2,Petrol,1999,205418,1432
Toyota,Yaris,1.2,Hybrid,2002,120618,4928
VW,Polo,2.0,Petrol,1991,151516,1765
Ford,Focus,1.4,Hybrid,2013,89327,17498
Ford,Mondeo,1.8,Diesel,1998,118064,5119
BMW,Z4,3.0,Petrol,2012,19982,34163
VW,Polo,2.0,Petrol,1995,181234,1795
Toyota,RAV4,2.2,Hybrid,2006,70716,19083
VW,Passat,1.6,Petrol,1995,268858,1077
VW,Polo,1.4,Petrol,2001,81710,4892
Toyota,Prius,1.0,Hybrid,2004,51136,10875
Ford,Fiesta,1.4,Petrol,1991,175098,1181
Toyota,RAV4,2.0,Petrol,2007,61483,17226
Toyota,RAV4,2.0,Hybrid,1996,135320,5809
VW,Passat,1.8,Diesel,1995,243621,1516
VW,Golf,1.2,Petrol,2008,108188,7082
Ford,Mondeo,1.4,Hybrid,2000,124109,5627
VW,Golf,1.6,Diesel,2012,45390,17202
VW,Passat,2.0,Diesel,1992,185373,2203
Toyota,Prius,1.4,Hybrid,1994,123357,3975
VW,Polo,2.0,Petrol,2012,87977,11651
VW,Passat,2.0,Petrol,1991,237751,1230
Porsche,718 Cayman,2.4,Petrol,2011,75767,24506
Ford,Mondeo,1.6,Diesel,2004,28742,13136
Ford,Mondeo,1.4,Diesel,1993,41964,5461
Ford,Fiesta,1.2,Petrol,2019,30160,20333
Ford,Mondeo,1.6,Petrol,2006,135618,6832
Ford,Mondeo,2.0,Diesel,1994,162997,2882
VW,Golf,1.8,Hybrid,2009,103562,11515
Toyota,Yaris,1.4,Petrol,2009,91724,8768
Ford,Mondeo,2.0,Diesel,2012,75531,18671
VW,Polo,1.4,Petrol,1995,217416,1092
BMW,M5,4.4,Petrol,2015,83702,61156
Ford,Focus,1.8,Petrol,2014,27249,26307
Toyota,RAV4,2.4,Hybrid,1990,283530,1151
VW,Passat,2.0,Diesel,2011,49674,21839
Ford,Mondeo,2.0,Diesel,1992,230061,1402
Toyota,Yaris,1.4,Petrol,2007,114470,6489
VW,Golf,2.0,Petrol,2010,59739,14648
VW,Golf,1.2,Hybrid,2002,122762,5099
VW,Polo,1.0,Petrol,2006,52728,6990
VW,Golf,1.4,Diesel,2008,62868,11035
VW,Passat,1.8,Diesel,2006,136499,7983
BMW,X3,3.0,Petrol,2005,60108,17692
Ford,Focus,1.8,Petrol,2005,158498,5680
VW,Passat,1.8,Petrol,1985,343007,289
VW,Polo,1.2,Petrol,2003,50221,6368
Ford,Fiesta,1.0,Petrol,1992,322103,276
BMW,X3,2.4,Petrol,2001,151315,6177
Ford,Mondeo,1.4,Diesel,2008,57211,13502
Toyota,RAV4,1.8,Hybrid,2009,67769,21502
VW,Passat,1.4,Diesel,2011,71477,15868
Ford,Focus,1.4,Hybrid,2010,40166,19776
Toyota,Yaris,1.2,Hybrid,2015,44662,19858
VW,Passat,1.8,Diesel,2015,77514,22550
Ford,Mondeo,1.6,Diesel,2017,43895,28580
VW,Polo,1.0,Petrol,2001,192046,1724
BMW,X3,2.4,Diesel,1992,210843,2135
Ford,Focus,2.0,Diesel,2008,62976,15692
Ford,Fiesta,1.0,Petrol,2017,39855,15346
VW,Passat,1.6,Petrol,2008,113034,9827
VW,Passat,1.4,Diesel,2019,29528,35132
Toyota,Yaris,1.2,Petrol,1999,167902,2295
Toyota,RAV4,2.2,Hybrid,2014,57406,35492
Toyota,RAV4,1.8,Hybrid,2009,114652,15395
Porsche,718 Cayman,2.4,Petrol,2018,33758,50986
VW,Polo,1.6,Petrol,1992,179107,1339
Toyota,Prius,1.4,Hybrid,2000,205871,2975
Ford,Fiesta,1.0,Petrol,1997,231102,908
VW,Passat,1.6,Diesel,1999,115798,5545
Ford,Mondeo,1.8,Diesel,2000,160925,4150
Ford,Focus,1.8,Petrol,2012,40412,21320
Ford,Mondeo,1.4,Diesel,2015,35372,24620
Ford,Fiesta,1.0,Petrol,2020,17093,21344
Ford,Mondeo,1.4,Diesel,2000,129986,4703
Ford,Fiesta,1.4,Petrol,1992,354199,240
Toyota,RAV4,2.4,Hybrid,2000,180527,5713
Ford,Focus,1.6,Petrol,2000,145001,4286
VW,Passat,1.4,Diesel,2018,32592,32290
VW,Passat,1.6,Petrol,2013,53178,20796
Ford,Fiesta,1.2,Petrol,1992,202093,925
Toyota,RAV4,2.2,Hybrid,2000,127248,8477
Toyota,Yaris,1.2,Hybrid,2016,43488,21379
Ford,Mondeo,1.4,Diesel,1997,141551,3512
Toyota,Yaris,1.4,Petrol,1996,236902,1104
VW,Golf,1.2,Hybrid,2009,52147,13368
BMW,X3,2.4,Diesel,2006,53661,18507
VW,Golf,1.2,Petrol,1996,88950,3660
Ford,Mondeo,2.0,Diesel,1991,241460,1182
VW,Golf,1.2,Petrol,2019,24607,25559
VW,Golf,1.4,Petrol,1996,204010,1562
Porsche,Cayenne,3.0,Petrol,2011,94587,28432
Ford,Focus,1.8,Diesel,2002,73298,9318
VW,Golf,1.2,Diesel,2018,22528,25399
VW,Polo,1.6,Petrol,1996,150059,2230
Ford,Focus,2.0,Petrol,2017,35650,32265
Toyota,RAV4,2.4,Hybrid,1996,221041,3062
VW,Polo,1.6,Petrol,1991,245602,692
VW,Golf,1.2,Petrol,2001,174361,2611
Toyota,Prius,1.4,Hybrid,2016,38839,30871
Toyota,Prius,1.4,Hybrid,2015,53975,26317
VW,Passat,1.4,Diesel,2015,8366,30212
Porsche,911,3.0,Petrol,1988,223675,3153
VW,Polo,1.4,Petrol,2011,91330,8905
Toyota,Yaris,1.4,Hybrid,1992,89908,3431
Ford,Focus,1.6,Petrol,2003,223757,2657
Ford,Focus,2.0,Diesel,1993,161141,2763
Porsche,911,2.2,Petrol,1988,246476,2193
Toyota,Prius,1.4,Hybrid,2017,31384,34475
Ford,Focus,1.0,Petrol,1999,155395,2912
Toyota,RAV4,2.2,Hybrid,2016,33279,47000
Ford,Focus,1.6,Petrol,2002,79904,7997
Ford,Fiesta,1.0,Petrol,2016,52566,13279
VW,Passat,2.0,Diesel,2005,102889,10188
Ford,Focus,1.4,Petrol,2005,108078,7462
Ford,Focus,1.0,Petrol,2010,106112,8932
Toyota,RAV4,1.8,Hybrid,2004,110894,11348
Toyota,RAV4,2.0,Hybrid,2005,101951,13666
VW,Passat,1.8,Diesel,2013,65205,21434
BMW,M5,4.4,Petrol,1997,238709,5130
BMW,X3,2.0,Diesel,2020,18968,52715
Toyota,RAV4,1.8,Hybrid,1995,159743,4226
BMW,X3,2.4,Diesel,2019,31766,50267
VW,Golf,1.8,Petrol,1997,230439,1493
Toyota,Prius,1.4,Hybrid,1998,116156,5485
BMW,Z4,3.0,Petrol,1997,228800,2571
Ford,Mondeo,1.8,Hybrid,2013,103320,17767
Ford,Focus,1.6,Petrol,2003,172076,4182
VW,Passat,2.0,Diesel,1995,213251,2105
Ford,Fiesta,1.0,Petrol,2000,178953,1760
Toyota,RAV4,2.2,Hybrid,1995,189507,3626
Ford,Fiesta,1.4,Petrol,2008,65540,8479
Ford,Fiesta,1.2,Petrol,2001,171880,2189
Ford,Focus,1.4,Petrol,2004,121282,6315
VW,Polo,1.4,Diesel,1997,162714,2108
Ford,Mondeo,2.0,Diesel,1992,132498,3233
Ford,Mondeo,1.8,Diesel,2012,96508,15286
Ford,Focus,1.4,Diesel,1986,398089,159
VW,Golf,1.2,Petrol,2004,108166,5425
VW,Passat,1.4,Diesel,1995,191611,2132
Toyota,RAV4,2.4,Hybrid,2004,117203,12492
VW,Polo,1.2,Petrol,2013,118317,7714
Porsche,718 Cayman,2.4,Petrol,1997,202850,3509
Ford,Fiesta,1.4,Petrol,2014,62143,12934
VW,Golf,2.0,Petrol,1996,103730,4246
Toyota,RAV4,2.2,Hybrid,2017,50676,45234
Ford,Focus,2.0,Petrol,1996,265644,1267
Ford,Mondeo,1.6,Petrol,1995,178454,2302
VW,Passat,1.6,Diesel,1990,204728,1455
BMW,M5,4.4,Petrol,2009,8968,64795
Ford,Mondeo,1.6,Diesel,2002,149992,4893
VW,Golf,1.2,Petrol,2014,37669,16983
Ford,Mondeo,1.6,Diesel,2004,82094,9364
VW,Polo,1.6,Petrol,2011,69396,11077
Ford,Fiesta,1.4,Petrol,2018,51031,18127
Toyota,RAV4,2.2,Hybrid,2005,104776,14037
Porsche,911,3.5,Petrol,2009,90085,41351
Toyota,RAV4,2.4,Hybrid,2007,165782,10326
Ford,Focus,1.0,Petrol,2003,130541,4646
Toyota,Yaris,1.4,Petrol,2015,33011,19159
Ford,Fiesta,1.4,Petrol,2009,9426,12636
BMW,Z4,2.0,Petrol,2005,112209,9543
VW,Passat,1.8,Diesel,2009,119120,11169
VW,Golf,2.0,Petrol,2008,57672,12991
Toyota,RAV4,2.4,Hybrid,2020,23471,67781
VW,Passat,1.6,Diesel,1993,206193,1755
BMW,M5,5.0,Petrol,2014,27239,87259
VW,Polo,1.0,Petrol,1999,124854,2633
Porsche,911,3.5,Petrol,1999,210508,7981
Toyota,RAV4,1.8,Hybrid,2014,102009,23613
Toyota,Yaris,1.4,Petrol,1991,133810,1922
Toyota,Prius,1.0,Hybrid,2020,23828,37150
Porsche,911,2.2,Petrol,2019,12011,103893
Ford,Fiesta,1.0,Petrol,2004,62321,5606
VW,Passat,1.4,Petrol,2016,36718,26271
VW,Polo,1.6,Petrol,2020,20469,27202
Ford,Fiesta,1.2,Petrol,2002,141158,3017
Toyota,RAV4,2.2,Petrol,1990,115750,3963
Ford,Mondeo,1.6,Diesel,2001,141663,4897
VW,Golf,1.4,Petrol,2018,31325,24857
Porsche,718 Cayman,2.0,Petrol,2019,18889,54116
Ford,Focus,1.6,Petrol,2013,78411,16823
BMW,Z4,3.0,Petrol,2003,232190,3720
Ford,Fiesta,1.2,Petrol,2012,73316,9731
BMW,Z4,3.0,Petrol,1991,153782,3309
Ford,Fiesta,1.2,Petrol,2022,10849,27623
BMW,M5,4.0,Petrol,1988,246899,2490
VW,Passat,1.6,Diesel,2011,64532,17764
VW,Passat,1.4,Diesel,2002,152446,4739
VW,Polo,1.6,Petrol,1989,172695,1158
Toyota,Yaris,1.2,Petrol,1989,231639,672
VW,Polo,1.2,Petrol,2004,76882,5719
BMW,M5,4.4,Petrol,2016,45287,84090
Ford,Focus,1.0,Petrol,2010,41149,13846
VW,Polo,2.0,Petrol,1995,71673,4197
Ford,Fiesta,1.2,Petrol,2004,108120,4456
Ford,Fiesta,1.4,Petrol,2012,70468,10714
Ford,Focus,1.0,Petrol,1990,87647,2691
Ford,Mondeo,2.0,Diesel,2016,30520,32355
VW,Polo,1.0,Petrol,2006,90122,5439
BMW,M5,5.0,Petrol,1985,293380,1474
Ford,Mondeo,2.0,Diesel,2000,128379,5692
Ford,Fiesta,1.2,Petrol,1987,152727,1010
Ford,Fiesta,1.2,Hybrid,1986,70440,2103
VW,Golf,1.4,Hybrid,1993,197146,1630
Ford,Mondeo,1.4,Diesel,2011,120794,10517
VW,Polo,1.0,Petrol,2004,91831,4702
BMW,X3,2.4,Diesel,1988,223777,1456
Ford,Focus,1.0,Hybrid,1997,154302,3086
Toyota,RAV4,1.8,Hybrid,1996,153266,4766
